PWS ID,PWS Name,PWS Type,Population Served Count,# of Facilities,# of Violations,# of Site Visits,Primary Source,Primary Source Code,Address Line1,Address Line2,Counties Served
CA3200148,FEATHER RIVER RV & MHP,Community water system,700,4,1,10,Ground water,GW,P.O. Box 1366,Attn: Tammy & Joe Colacurcio,Plumas
CA2700772,STRUVE RD WS #02,Community water system,166,3,21,11,Ground water,GW,PO BOX 655,,Monterey
CA1400504,BOULDER CREEK TRAILER PARK,Transient non-community system,50,4,6,5,Ground water,GW,P O BOX J,,Inyo
CA4500348,EAST STREET PROPERTY,Transient non-community system,30,3,0,1,Ground water,GW,2191 Ferry Street,,Shasta
CA4600005,"CAMP LEONARD, SIERRA NV F.C.",Transient non-community system,40,2,1,7,Ground water,GW,c/o University Corporation of SF State,PO Box 320160,Sierra
CA1000170,CAMP FRESNO WATER SYSTEM,Transient non-community system,440,6,39,14,Ground water,GW,1910 E. University Avenue,,Fresno
CA1503526,WINI MUTUAL WATER COMPANY,Community water system,29,3,4,5,Ground water,GW,3346 S Fairfax Road,,Kern
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,Community water system,"5,500",10,15,12,Ground water,GW,PO Box 686,,Monterey
CA3710006,"ESCONDIDO, CITY OF",Community water system,"137,941",22,1,19,Surface water,SW,201 North Broadway,,San Diego
CA5402027,TULARE COUNTY ROAD YARD 2/3,Non-Transient non-community system,75,4,8,10,Ground water,GW,5961 S. MOONEY BLVD.,,Tulare
CA1910238,LOCKHEED MARTIN SKUNK WORKS,Non-Transient non-community system,365,10,9,15,Ground water,GW,1011 LOCKHEED WAY MZ 0117,LOCKHEED MARTIN AERONAUTICS COMPANY,Los Angeles
CA3110009,MEADOW VISTA CWD,Community water system,"4,001",3,0,18,Surface water,SW,P.O. Box 278,,Placer
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,Community water system,100,5,28,44,Ground water,GW,648 College Ave,,San Mateo
CA0900592,DEERFIELD LODGE AT HEAVENLY,Transient non-community system,46,3,10,5,Ground water,GW,8080 MACARGO CT,,El Dorado
CA4300783,HKN LLC,Non-Transient non-community system,50,4,3,3,Ground water,GW,5339 Prospect Road #420,,Santa Clara
CA5800828,COUNTRYSIDE MOBILE HOME PARK,Community water system,185,4,25,5,Ground water,GW,2930 HAMMONTON SMARTSVILLE RD #55,,Yuba
CA4901328,COPAIN WINE CELLARS,Transient non-community system,26,4,4,1,Ground water,GW,7800 Eastside Road,,Sonoma
CA1503651,TEHACHAPI WINE AND CATTLE CO.,Transient non-community system,102,2,0,3,Ground water,GW,26689 CUMMINGS VALLEY RD.,,Kern
CA5800838,CYO CAMP PENDOLA,Transient non-community system,130,4,2,7,Surface water,SW,2110 BROADWAY,,Yuba
CA2000951,SWS LAND DEVELOPMENT INC,Transient non-community system,504,14,5,2,Ground water,GW,32685 AVENUE 7,,Madera
CA5000109,CERES UNIFIED/WESTPORT SCHOOL,Non-Transient non-community system,450,6,9,16,Ground water,GW,PO Box 307,,Stanislaus
CA3500823,BEST ROAD MWC,Community water system,133,7,25,10,Ground water,GW,P.O. Box 395,,San Benito
CA1010003,CITY OF CLOVIS,Community water system,"120,891",114,5,19,Surface water,SW,155 N. SUNNYSIDE AVE.,,Fresno
CA3600772,UCLA UNICAMP - CAMP RIVER GLEN,Transient non-community system,268,3,1,16,Surface water,SW,2131 John Wooden Center,,San Bernardino
CA1500443,CANYON MEADOWS MUTUAL WATER,Community water system,394,7,13,7,Ground water,GW,1 ACORN DR.,,Kern
CA2000512,EAST ACRES MUTUAL WATER COMPANY,Community water system,250,25,37,9,Ground water,GW,5748 Ave 7 1/2,,Madera
CA4901286,KELLER ESTATE WINERY,Transient non-community system,40,4,1,2,Ground water,GW,5875 Lakeville Highway,,Sonoma
CA5800820,RIVER HIGHLANDS CSD,Community water system,200,4,6,6,Ground water,GW,915 8TH STREET,,Yuba
CA5800853,SYCAMORE RANCH (EXEMPT),Transient non-community system,100,3,1,5,Ground water,GW,1420 SKY HARBOR DRIVE,,Yuba
CA2900535,PLEASANT RIDGE SCHOOL,Non-Transient non-community system,120,6,14,15,Ground water,GW,22580 Kingston Lane,,Nevada
CA3100023,AUBURN MOBILE HOME VILLAGE,Community water system,59,3,12,43,Ground water,GW,2201 FRANCISCO DR.,SUITE 40,Placer
CA5403088,KENNEDY MEADOWS GENERAL STORE,Transient non-community system,29,3,4,1,Ground water,GW,96740 Beach Meadow Road,,Tulare
CA2300617,LITTLE RIVER INN,Non-Transient non-community system,117,10,26,5,Ground water,GW,PO Box B,,Mendocino
CA1600303,KEENAN FARMS INC.,Non-Transient non-community system,174,5,0,13,Surface water,SW,P. O. BOX 99,,Kings
CA2600620,MOUNTAIN MEADOWS MWC,Community water system,366,6,27,19,Ground water,GW,85 SOUTH LANDING ROAD,Po Box 459,Mono
CA0900308,QUINTETTE SERVICE CORP WATER,Community water system,79,3,22,5,Ground water,GW,PO BOX 782,,El Dorado
CA5200710,DOLLAR GENERAL PROBERTA,Transient non-community system,250,2,0,1,Ground water,GW,100 Mission Ridge,,Tehama
CA3303104,JACK IN THE BOX #5328,Transient non-community system,100,4,1,3,Ground water,GW,9300 Balboa Ave,,Riverside
CA0900213,PIONEER PARK WATER SYSTEM,Transient non-community system,100,7,8,7,Ground water,GW,3000 FAIRLANE CT,,El Dorado
CA5800002,NORTH YUBA LITTLE LEAGUE,Transient non-community system,100,2,0,4,Ground water,GW,PO BOX 585,,Yuba
CA2701553,POND-DEROSA OAKS WC,Community water system,216,3,9,11,Ground water,GW,871 38TH AVENUE,,Monterey
CA2701964,QLORA-SPENCE RD WS,Non-Transient non-community system,25,2,1,0,Ground water,GW,"1200 PACIFIC AVE, STE 290",,Monterey
CA0900212,HENNINGSEN LOTUS PARK WATER SYSTEM,Transient non-community system,"1,000",3,5,3,Ground water,GW,3000 FAIRLANE CT,,El Dorado
CA3610085,SAN ANTONIO WATER COMPANY,Community water system,"3,371",26,4,14,Ground water,GW,139 North Euclid Avenue,,San Bernardino
CA5700532,YOLO BYPASS WILDLIFE AREA,Transient non-community system,25,4,10,8,Ground water,GW,45211 CR 32B,,Yolo
CA3610002,ALPINE WATER USERS ASSOCIATION,Community water system,"2,534",20,3,8,Surface water purchased,SWP,745 ROSE LANE,,San Bernardino
CA5000601,BEST RV CENTER,Non-Transient non-community system,61,2,2,1,Ground water,GW,5340 TAYLOR CT,,Stanislaus
CA3400475,HEDGE TRAINING FACILITY,Non-Transient non-community system,35,2,0,1,Ground water,GW,PO Box 15830 MSK 109,,Sacramento
CA4500170,MONTGOMERY CREEK SCHOOL,Non-Transient non-community system,95,5,26,9,Ground water,GW,30365 HWY 299 E.,P.O. BOX 368,Shasta
CA2600509,PINE GLADE ASSOCIATION,Transient non-community system,50,2,19,3,Ground water,GW,4921 Hillard Ave.,,Mono
CA2600574,PARADISE SHORES RV PARK,Transient non-community system,20,3,19,5,Ground water,GW,2399 Highway 182,,Mono
CA2600652,BENTON COMMUNITY CENTER,Transient non-community system,25,3,4,6,Ground water,GW,PO Box 457,,Mono
CA2600626,CROWLEY LAKE PARK,Transient non-community system,25,3,5,6,Ground water,GW,PO Box 457,,Mono
CA2600627,CHALFANT COMMUNITY CENTER,Transient non-community system,25,3,2,3,Ground water,GW,PO Box 457,,Mono
CA2600631,WALKER COMMUNITY HALL AND PARK,Transient non-community system,25,3,4,4,Ground water,GW,PO Box 457,,Mono
CA2600581,SAN GABRIEL VALLEY FAMILY CENTER,Transient non-community system,50,5,24,6,Ground water,GW,San Gabriel Valley Family Center,11401 E. Valley Blvd. Ste. 204,Mono
CA5800814,BULLARD'S BAR REC FAC WTR SYS,Non-Transient non-community system,"2,225",3,24,8,Surface water,SW,12700 LAKE FRANCIS ROAD,PO BOX 176,Yuba
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,Community water system,30,4,47,3,Ground water,GW,P.O. Box 627,,Sonoma
CA2300902,GOLDENEYE WINERY,Transient non-community system,35,3,0,1,Ground water,GW,1000 Lodi Lane,,Mendocino
CA2400338,"PARREIRA ALMOND PROCESSING COMPANY, LLC",Transient non-community system,42,4,0,1,Ground water,GW,P.O. Box 711,,Merced
CA4210007,MONTECITO WATER DIST,Community water system,"11,428",45,3,33,Surface water,SW,583 San Ysidro Road,,Santa Barbara
CA2400340,PELLIGRINI PROPERTIES (EL CAMPO MARKET),Transient non-community system,30,2,0,2,Ground water,GW,1417 Cherrydale Drive,,Merced
CA5304209,JUNCTION CITY SCHOOL,Non-Transient non-community system,80,3,4,11,Surface water,SW,430 Red Hill Rd.,,Trinity
CA5304105,BURNT RANCH SCHOOL,Non-Transient non-community system,125,3,5,10,Ground water,GW,P.O. Box 39,,Trinity
CA2800847,NVUSD: CARNEROS SCHOOL,Non-Transient non-community system,100,3,7,20,Ground water,GW,1616 Lincoln Avenue,,Napa
CA2800848,NVUSD: MT. GEORGE SCHOOL,Non-Transient non-community system,100,4,6,21,Ground water,GW,1616 Lincoln Avenue,,Napa
CA5400969,PENINSULA PACKAGING CO,Non-Transient non-community system,200,4,9,10,Ground water,GW,1030 N. ANDERSON RD.,,Tulare
CA4300615,THOUSAND TRAILS - MORGAN HILL,Community water system,508,3,3,5,Ground water,GW,"5100 Lemon Street, Suite 109",,Santa Clara
CA5403159,MANNY WATER SYSTEM,Transient non-community system,248,3,7,3,Ground water,GW,4617 CHERRYROCK AVE.,,Tulare
CA4901431,SARALEE 3575 SLUSSER ROAD,Transient non-community system,80,3,0,2,Ground water,GW,425 Aviation Blvd,,Sonoma
CA1503537,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,Non-Transient non-community system,45,4,10,3,Ground water,GW,"4120 E. JURUPA ST., STE. 202",,Kern
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,Non-Transient non-community system,338,3,4,10,Ground water,GW,2454 Nicolaus Ave.,,Sutter
CA4901373,BACA TASTING ROOM,Transient non-community system,53,4,0,3,Ground water,GW,401 St. Helena Highway South,,Sonoma
CA1000573,MOUNTAIN VALLEY COMMUNITY CHURCH,Transient non-community system,242,3,2,4,Ground water,GW,P.O. Box 574,,Fresno
CA0400068,BERRY CREEK SCHOOL,Non-Transient non-community system,95,4,23,9,Ground water,GW,286 Rockerfeller Rd.,,Butte
CA0400064,CONCOW ELEMENTARY SCHOOL,Non-Transient non-community system,115,5,3,35,Ground water,GW,11679 Nelson Bar Rd.,,Butte
CA0400065,SPRING VALLEY SCHOOL,Non-Transient non-community system,70,12,13,13,Ground water,GW,11679 Nelson Bar Rd.,,Butte
CA1000407,GEORGE COX WATER SYSTEM,Community water system,40,4,15,8,Ground water,GW,9814 Zumwalt Avenue,,Fresno
CA3610032,"NEEDLES, CITY OF",Community water system,"5,183",17,6,10,Ground water,GW,817 Third Street,,San Bernardino
CA4901261,FOLEY SONOMA WINERY,Transient non-community system,50,3,2,3,Ground water,GW,15001 Chalk Hill Road,,Sonoma
CA4901189,AZURE ACRES CD RECOVERY CENTER,Transient non-community system,28,3,1,2,Ground water,GW,2264 Greenhill Road,,Sonoma
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,Community water system,"5,289",14,1,29,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA1910248,LOS ANGELES CWWD 37-ACTON,Community water system,"6,600",7,0,26,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA1910070,"LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER",Community water system,"187,372",126,4,63,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",Community water system,"10,854",23,1,31,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA3210001,IVCSD-GREENVILLE,Community water system,"1,129",8,26,22,Surface water,SW,P.O. Box 899,,Plumas
CA3200510,IVCSD CRESCENT MILLS,Community water system,258,6,4,12,Ground water,GW,P.O. Box 899,,Plumas
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",Community water system,"13,950",11,1,30,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA3901229,HAMMER LANE WATER SYSTEM,Transient non-community system,100,2,8,39,Ground water,GW,1341 E. Kettleman Lane,,San Joaquin
CA5800824,COUNTRY VILLAGE MOBILE HOME PARK,Community water system,50,3,7,4,Ground water,GW,PO BOX 1548,151 N CALIFORNIA AVE,Yuba
CA5403011,USA PETRO SUPER STOP,Transient non-community system,200,2,9,6,Ground water,GW,1599 MEHLERT AVE,,Tulare
CA1000566,FOSTER FARMS - CEDAR HATCHERY,Non-Transient non-community system,35,6,2,3,Ground water,GW,P.O. Box 831,,Fresno
CA2000963,"MADERA VALLEY MARKET, LP",Transient non-community system,500,3,0,1,Ground water,GW,4130 COVER ST,,Madera
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",Community water system,"86,584",20,4,39,Surface water purchased,SWP,1 W. MANCHESTER BOULEVARD,,Los Angeles
CA5000494,TURLOCK MACHINE WORKS,Non-Transient non-community system,30,2,4,12,Ground water,GW,PO Box 2345,,Stanislaus
CA3710050,"CALTRANS, TECATE CVEF",Transient non-community system,30,2,1,4,Ground water,GW,2335 Enrico Fermi Dr.,,San Diego
CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,Community water system,345,6,11,7,Ground water,GW,P.O. Box 264,,Fresno
CA4500089,PINE RIDGE PARK ESTATES,Community water system,44,2,6,9,Ground water,GW,711 W. PLEASANT OAK TRAIL,,Shasta
CA1000259,NEW HORIZONS MOBILE/RV PARK,Community water system,82,3,19,11,Ground water,GW,11626 AVONDALE PI NE,,Fresno
CA2000612,NORTH FORK ELEMENTARY SCHOOL,Non-Transient non-community system,500,23,44,8,Ground water,GW,45077 ROAD 200,,Madera
CA2000947,MINARETS HIGH SCHOOL,Non-Transient non-community system,450,33,0,16,Ground water,GW,45077 ROAD 200,,Madera
CA1000579,OAK KNOLL PROFESSIONAL CTR,Transient non-community system,25,3,3,3,Ground water,GW,1171 W. Shaw Avenue,,Fresno
CA1000362,GOLDEN STATE VINTNERS - FRESNO,Non-Transient non-community system,41,4,9,12,Ground water,GW,7409 W. Central Avenue,,Fresno
CA5000072,MULBERRY MHP,Community water system,148,3,9,11,Ground water,GW,Harmony Communities,6653 Embarcadero Dr Site C,Stanislaus
CA3200127,ARLINGTON HEIGHTS MHP,Community water system,33,4,17,14,Ground water,GW,Harmony Communities,6653 Embarcadero Dr Site C,Plumas
CA1900520,THE VILLAGE MOBILE HOME PARK,Community water system,50,6,26,11,Ground water,GW,23939 WINDWARD LN,,Los Angeles
CA2010800,CENTRAL CA WOMENS FACILITY,Community water system,"2,374",8,0,8,Ground water,GW,P.O. BOX 1501,,Madera
CA2310013,POINT ARENA WATER WORKS,Community water system,472,10,1,7,Ground water,GW,P.O. BOX 205,135 Hay Parkway,Mendocino
CA3610052,VICTORVILLE WATER DISTRICT,Community water system,"124,653",90,9,18,Ground water,GW,P.O. BOX 5001,,San Bernardino
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,Community water system,25,3,1,27,Ground water,GW,LITTLE BEAR RD,PO BOX 3261,San Bernardino
CA3910302,SAN JOAQUIN FAIR - 2ND DISTRICT,Transient non-community system,19,4,4,6,Surface water purchased,SWP,1658 S Airport Way,ATT: San Joaquin Fair CEO,San Joaquin
CA5000218,COUNTRY VILLA APTS,Community water system,60,5,67,16,Ground water,GW,2225 SUNSET ROAD,,Stanislaus
CA0202507,CHARITY VALLEY RANCH,Transient non-community system,50,2,0,1,Ground water,GW,PO Box 403,,Alpine
CA4500200,AMBERWOOD MOBILE HOME PARK,Community water system,120,4,6,13,Ground water,GW,"21495 Trefoil Lane, Space #7",,Shasta
CA1000587,THE POINT AT SHAVER LAKE,Transient non-community system,28,3,4,1,Ground water,GW,35244 Oil City Road,,Fresno
CA4901412,CAST ESTATE VINEYARDS & CELLARS,Transient non-community system,50,3,0,0,Ground water,GW,3443 W. Lawther Drive,,Sonoma
CA1700728,NORTHERN CALIFORNIA VIPASSANA CENTER,Transient non-community system,66,3,0,2,Ground water,GW,P.O. Box 265,,Lake
CA4901203,ASTI WINERY,Non-Transient non-community system,75,6,1,6,Ground water,GW,P.O. Box 245,26150 Asti Road,Sonoma
CA1900523,WHITE FENCE FARMS MWC NO.3,Community water system,749,7,25,20,Surface water purchased,SWP,P.O.BOX 3411,,Los Angeles
CA1000514,KINGS RIVER PACKING,Non-Transient non-community system,350,7,15,11,Ground water,GW,21083 E TRIMMER SPRINGS ROAD,,Fresno
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,Community water system,44,5,5,6,Ground water,GW,c/o A.H.M.W.A,PO Box 740,San Benito
CA3601187,ROUTE 66 MARKET,Transient non-community system,25,2,0,1,Ground water,GW,26426 NATIONAL TRAILS HWY,,San Bernardino
CA4500163,JUNCTION SCHOOL DISTRICT,Non-Transient non-community system,700,9,5,9,Ground water,GW,9087 DESCHUTES ROAD,,Shasta
CA1500495,AERA ENERGY-LLC,Non-Transient non-community system,"1,500",6,10,5,Ground water,GW,59231 MAIN CAMP ROAD,,Kern
CA2100579,NICASIO VALLEY RANCH MUTUAL,Community water system,43,4,14,2,Ground water,GW,P.O. Box 843,,Marin
CA1700601,LE TRIANON RESORT,Transient non-community system,250,7,21,3,Ground water,GW,591 Redwood Hwy,,Lake
CA0300667,GOLDEN VALLEY CAMP,Transient non-community system,40,3,6,6,Ground water,GW,P.O. BOX 84,,Amador
CA3901231,ESCALON GOLF COURSE WS,Transient non-community system,100,3,8,25,Ground water,GW,17051 S Escalon Bellota Rd,,San Joaquin
CA1503671,SUNNYGEM JUICE PLANT,Non-Transient non-community system,76,4,0,5,Ground water,GW,23154 LERDO HWY,,Kern
CA1000165,BSA/CAMP CHAWANAKEE,Transient non-community system,400,4,9,4,Ground water,GW,6005 N. TAMERA AVE,,Fresno
CA2800070,BEHRENS FAMILY WINERY,Transient non-community system,34,2,1,0,Ground water,GW,4078 SPRING MOUNTATIN ROAD,,Napa
CA3301148,COACHELLA VALLEY PUBLIC CEMETERY,Transient non-community system,49,2,19,9,Ground water,GW,82925 AVENUE 52,,Riverside
CA3301564,HURKEY CREEK - RIV. CO. PARKS,Transient non-community system,756,3,12,6,Ground water,GW,4600 CRESTMORE ROAD,,Riverside
CA4300939,COUNTRYSIDE MUSHROOMS INC,Non-Transient non-community system,45,6,43,7,Ground water,GW,11300 Center Avenue,,Santa Clara
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,Community water system,"7,236",20,0,14,Surface water purchased,SWP,2281 E. Via Burton,,Orange
CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,Community water system,"53,965",41,0,18,Surface water purchased,SWP,2281 E. Via Burton,,Orange
CA3010022,GOLDEN STATE WC - WEST ORANGE COUNTY,Community water system,"115,128",63,0,23,Surface water purchased,SWP,2281 E. Via Burton,,Orange
CA0110001,ALAMEDA COUNTY WATER DISTRICT,Community water system,"351,000",63,3,33,Surface water,SW,43885 S. GRIMMER BLVD,,Alameda
CA4200666,KINECTA FCU,Non-Transient non-community system,104,4,71,6,Ground water,GW,1440 ROSENCRANS AVENUE,,Santa Barbara
CA3200060,SILVERTIP SPRINGS WATER SYSTEM,Transient non-community system,25,3,5,5,Ground water,GW,Silvertip Springs Homeowners Assn,P.O. Box  313,Plumas
CA1503683,PEAK TO PEAK MOUNTAIN CHARTER SCHOOL WS,Non-Transient non-community system,100,2,1,1,Ground water purchased,GWP,P.O. Box S,,Kern
CA3701588,JACUMBA VALLEY RANCH WATER COMPANY,Transient non-community system,25,2,5,6,Ground water,GW,2423 CAMINO DEL RIO SOUTH,STE 212,San Diego
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",Community water system,811,7,1,21,Ground water,GW,900 S. FREMONT AVE.,,Los Angeles
CA1910075,LOS ANGELES CWWD 21-KAGEL CANYON,Community water system,559,6,1,20,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,Community water system,"22,077",7,4,57,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",Community water system,"1,326",4,1,21,Surface water purchased,SWP,900 S. FREMONT AVE.,,Los Angeles
CA4500190,OAK RUN ELEMENTARY SCHOOL,Non-Transient non-community system,125,8,4,10,Ground water,GW,27635 OAK RUN TO FERN ROAD,,Shasta
CA3500825,UNION HEIGHTS MWC,Community water system,98,6,13,11,Ground water,GW,P.O. Box 1567,,San Benito
CA3601106,HITCHIN LUCERNE INC,Non-Transient non-community system,276,4,2,30,Ground water,GW,32946 HWY 18,,San Bernardino
CA1300554,MEADOWS UNION ELEMENTARY SCHOOL,Non-Transient non-community system,550,4,26,26,Surface water,SW,2059 Bowker Road,,Imperial
CA4000200,BASSI RANCH MUTUAL WATER CO.,Community water system,85,9,3,10,Ground water,GW,450 Bassi Dr.,,San Luis Obispo
CA0300007,STOCKTON SILVER LAKE FAMILY CAMP,Transient non-community system,100,2,7,19,Ground water,GW,PO Box 690451,,Amador
CA3303026,GRANITE CONSTRUCTION COMPANY,Non-Transient non-community system,40,7,30,8,Ground water,GW,38000 MONROE,,Riverside
CA2710705,CAMP ROBERTS - CALIFORNIA NATIONAL GUARD,Non-Transient non-community system,385,23,7,15,Ground water,GW,"Highway 191, Bldg. 910",,Monterey
CA3700962,OAKVALE PARK,Community water system,100,7,23,17,Ground water,GW,14900 OAKVALE RD #268,,San Diego
CA3107343,STEPHENS RANCH LLC AQUA,Transient non-community system,25,2,0,1,Ground water,GW,PO BOX 340,,Placer
CA4300596,COYOTE CREEK GOLF CLUB,Non-Transient non-community system,110,5,12,6,Ground water,GW,P.O. Box 2527,,Santa Clara
CA0510011,SNOWSHOE SPRINGS ASSN.,Community water system,596,3,5,12,Surface water purchased,SWP,P.O. Box 2195,,Calaveras
CA3600139,JUBILEE MWC,Community water system,710,4,10,41,Ground water,GW,8828 Joshua Avenue,,San Bernardino
